Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //channels/listall/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTMyfQ.XA7QI70HdssA97mo0InaFTH-XGMcom9aNUbLLCA0YRM HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //channels/listall/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTMyfQ.XA7QI70HdssA97mo0InaFTH-XGMcom9aNUbLLCA0YRM HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //channels/listall/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJwZXJtaXNzaW9uc19pZCI6Miwic2Vzc2lvbl9pZCI6MTMzfQ.1M4mAiDEUnCAxqT6dcNP4Z3gZZIuZEFTGi2WTmumqOI HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //channels/listall/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjozLCJwZXJtaXNzaW9uc19pZCI6Miwic2Vzc2lvbl9pZCI6MTM0fQ.KAKAxFpYr4lT25Z_JUItGSW5BnM55Bd5hEJMj9oCdko HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //dm/create/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTM5fQ.vgKbO_8RFISFQcoxh_5yVwHuWxixz-rQfSmcIu-wnMM HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //dm/create/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //dm/create/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //dm/create/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTQ2fQ.5cix9Fa0YpCLfCeJk1urPmfawouJZ2xRTEjk2iV7xOA&dm_id=123 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTQ2fQ.5cix9Fa0YpCLfCeJk1urPmfawouJZ2xRTEjk2iV7xOA&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTQ2fQ.5cix9Fa0YpCLfCeJk1urPmfawouJZ2xRTEjk2iV7xOA&dm_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTQ2fQ.5cix9Fa0YpCLfCeJk1urPmfawouJZ2xRTEjk2iV7xOA&dm_id=123123 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJwZXJtaXNzaW9uc19pZCI6Miwic2Vzc2lvbl9pZCI6MTQ3fQ.d-filgElFAgPphOARZP-So7TjMA8c8379Q-i4-5iBBI&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjozLCJwZXJtaXNzaW9uc19pZCI6Miwic2Vzc2lvbl9pZCI6MTQ4fQ.0LlypUSnBEtZydF_JuFw7AYHhMvV-TI6OVyR-vfoTDs&dm_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //dm/leave/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTUzfQ.jbAhalTKyFB20NrTfdSilj2VtpaCyRj8naruDnqpAvE&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //dm/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTUzfQ.jbAhalTKyFB20NrTfdSilj2VtpaCyRj8naruDnqpAvE&dm_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //dm/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //dm/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //dm/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJwZXJtaXNzaW9uc19pZCI6Miwic2Vzc2lvbl9pZCI6MTU1fQ.n4HUpDfhGfdOb4i_q2xl9y1vmFeY6N3zzdRGg7gMmAQ&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //dm/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJwZXJtaXNzaW9uc19pZCI6Miwic2Vzc2lvbl9pZCI6MTU1fQ.n4HUpDfhGfdOb4i_q2xl9y1vmFeY6N3zzdRGg7gMmAQ&dm_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjo0LCJwZXJtaXNzaW9uc19pZCI6Miwic2Vzc2lvbl9pZCI6MTU2fQ.ImTotJf6_KuKvdP1EX6dgkvjMp5Ukas4mCBP7jmSc8U&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //dm/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:03] "POST //auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTU4fQ.RPS-I2BJm-I1-Em-zUVHWWbDlBqYA_8khrzDrkZ-9SA HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTYwfQ.fiQ_5GonWG7gOaXQdnU0pK3-9jHJ3plSXyCYIq4psIE HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTY2fQ.9W1UXJEvJsj0jTnrgKdAM42M4lVc_3Wtg5zw_ahEpnQ HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTcwfQ.6Pkv4J7pceTCKc6w9LzLm0-hjdvyMtGKt4pZCOLwFmc HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "GET //dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTcxfQ.PROjFtYVjpySaooiw8mLNoJckbN2HKYIUThUOzu8tOo&dm_id=5&start=0 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "GET //dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTcyfQ.ge4pi-AMnw87pziuMBpDIe1NWFVhKmhvlyk8BIcV3oI&dm_id=1&start=2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "GET //dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTczfQ.VM7iA5jf5Yy30OOJUs6EOTswYrXfQiCD4Wlf6zdDMpc&dm_id=1&start=0 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "GET //dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTc0fQ.4uGceNSQzdvSbWjf7cGIh2EHYAvngz1Fl_H7O2i6WM4&dm_id=1&start=0 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "GET //dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTc2fQ.KaA9d5F4R8eTTKOSSP9IesYNbjMxENLCE_aojbjADSI&dm_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "GET //dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJwZXJtaXNzaW9uc19pZCI6MSwic2Vzc2lvbl9pZCI6MTc3fQ.NlKOFcjVfEqhoqIhAVKKHEFA-hjjHDr27EzR-G6dXu8&dm_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "DELETE //dm/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:21:04] "DELETE //dm/remove/v1 HTTP/1.1" 403 -
